ID,Edad,Genero,Ingresos Anuales,Gasto Mensual,Puntuación de Crédito,Región,Comportamiento en linea,Compras en el ultimo año
2680,20,Femenino,124967,3563,361,Sur,9,54
2681,50,Femenino,819640,23087,822,Sur,1,3
2682,26,Masculino,113511,2057,464,Este,6,37
2683,25,Femenino,172512,5387,496,Norte,7,51
2684,63,Masculino,695945,10679,944,Oeste,2,10
2685,18,Masculino,256439,3493,306,Este,9,63
2686,24,Masculino,144418,5499,493,Este,10,35
2687,37,Masculino,1883289,25603,417,Este,9,110
2688,56,Femenino,964665,25015,929,Norte,2,6
2689,24,Femenino,120380,3333,357,Sur,7,72
2690,59,Masculino,1321856,30862,716,Oeste,9,124
2691,59,Femenino,1937799,40343,544,Oeste,9,108
2692,25,Masculino,168666,1954,381,Sur,10,39
2693,52,Masculino,1083643,30285,681,Norte,10,98
2694,25,Femenino,208620,2898,460,Sur,8,36
2695,18,Masculino,172956,1703,428,Norte,6,15
2696,28,Femenino,197092,4500,477,Oeste,7,77
2697,27,Masculino,163927,4271,348,Norte,8,41
2698,40,Masculino,703551,40131,559,Este,10,148
2699,59,Femenino,961020,17808,996,Norte,2,2
2700,41,Masculino,797910,31527,487,Oeste,10,86
2701,21,Femenino,211790,3646,309,Oeste,10,33
2702,30,Femenino,122154,5054,314,Sur,7,56
2703,19,Masculino,158736,3697,325,Este,7,81
2704,48,Femenino,1695953,22132,811,Este,9,148
2705,27,Masculino,254023,3249,500,Sur,7,96
2706,26,Femenino,168978,3876,492,Sur,8,86
2707,60,Masculino,377670,28768,939,Este,2,7
2708,50,Masculino,1100620,9591,892,Norte,2,3
2709,33,Femenino,741577,27034,657,Sur,9,145
2710,48,Masculino,1371828,24565,668,Sur,9,93
2711,27,Femenino,113426,5109,484,Sur,10,33
2712,53,Femenino,1236510,18418,624,Norte,9,128
2713,56,Femenino,482303,21338,924,Este,1,6
2714,53,Femenino,1041943,13053,963,Oeste,1,5
2715,51,Masculino,529381,20560,849,Norte,3,6
2716,41,Femenino,1601183,31688,737,Este,9,127
2717,53,Masculino,1707251,23479,809,Este,10,77
2718,50,Femenino,307566,10486,814,Este,3,8
2719,63,Femenino,342410,19049,831,Sur,3,1
2720,52,Masculino,734717,25043,956,Oeste,2,4
2721,43,Masculino,890321,34879,604,Sur,9,113
2722,50,Masculino,871786,17721,450,Oeste,10,134
2723,32,Masculino,818370,31103,574,Norte,9,133
2724,34,Masculino,778941,25845,543,Sur,9,136
2725,20,Femenino,209053,5626,335,Sur,7,24
2726,58,Masculino,1835933,21733,499,Norte,9,79
2727,29,Femenino,207345,1170,458,Sur,10,37
2728,30,Masculino,1179347,34480,691,Sur,8,131
2729,55,Masculino,686813,22601,896,Norte,2,1
2730,28,Femenino,106271,2560,435,Norte,9,55
2731,60,Femenino,1015437,20058,761,Norte,8,132
2732,55,Masculino,1047199,23533,981,Este,1,2
2733,57,Masculino,1119166,37902,562,Sur,9,85
2734,57,Masculino,973445,7194,887,Norte,3,7
2735,32,Femenino,1604780,31976,720,Oeste,9,79
2736,41,Masculino,1736451,28149,624,Sur,9,142
2737,65,Femenino,732422,7208,923,Sur,3,4
2738,57,Femenino,850172,21326,426,Oeste,10,96
2739,67,Masculino,809032,19113,965,Sur,2,2
2740,60,Masculino,390436,25835,917,Este,1,7
2741,27,Femenino,161325,5464,422,Este,6,16
2742,33,Femenino,1801098,41680,722,Sur,10,125
2743,62,Masculino,553101,23688,944,Norte,2,4
2744,69,Femenino,1082100,15849,882,Norte,1,9
2745,18,Femenino,263777,2986,394,Oeste,7,93
2746,25,Masculino,243002,5938,304,Norte,8,17
2747,64,Femenino,706248,14735,983,Este,2,5
2748,49,Femenino,827042,30288,599,Sur,10,79
2749,21,Femenino,279560,3030,399,Norte,9,26
2750,18,Masculino,121117,1786,477,Este,10,35
2751,70,Femenino,809481,20183,885,Norte,1,8
2752,65,Masculino,1129371,18561,981,Este,2,6
2753,22,Femenino,208059,5844,323,Norte,9,15
2754,69,Masculino,609324,27993,920,Norte,2,8
2755,53,Femenino,1357519,44615,605,Este,8,114
2756,21,Femenino,132848,1989,500,Este,9,51
2757,58,Masculino,1720852,18327,816,Oeste,8,98
2758,30,Femenino,713950,26589,690,Norte,8,132
2759,66,Masculino,360922,6589,810,Este,3,6
2760,52,Femenino,588404,7150,916,Norte,2,1
2761,36,Femenino,1062541,38713,827,Este,9,147
2762,30,Masculino,1061998,41495,836,Norte,8,115
2763,70,Femenino,435040,27333,890,Oeste,3,6
2764,55,Femenino,330383,13194,817,Oeste,1,1
2765,27,Femenino,150508,2462,497,Sur,8,64
2766,53,Femenino,1115003,6769,901,Oeste,2,5
2767,42,Femenino,834501,28676,711,Sur,10,96
2768,28,Femenino,157275,4405,400,Norte,10,96
2769,18,Femenino,124134,5466,465,Oeste,9,83
2770,25,Masculino,187042,5696,433,Norte,8,93
2771,50,Femenino,317999,14935,809,Oeste,1,3
2772,29,Masculino,231790,3377,377,Oeste,8,45
2773,18,Femenino,211901,2937,306,Norte,7,17
2774,51,Femenino,1875377,18507,567,Oeste,8,124
2775,59,Femenino,695291,7508,972,Sur,2,8
2776,70,Femenino,533604,20484,844,Sur,2,2
2777,20,Masculino,276867,1608,387,Norte,9,39
2778,65,Masculino,319598,13484,809,Norte,1,4
2779,48,Masculino,1627398,37709,680,Oeste,10,132
2780,56,Masculino,770579,19125,459,Este,10,94
2781,68,Masculino,343719,24601,984,Este,1,3
2782,43,Masculino,1246374,38366,818,Este,10,141
2783,66,Masculino,670728,25542,899,Sur,3,4
2784,22,Femenino,101025,4712,486,Oeste,10,43
2785,58,Femenino,648785,15147,966,Norte,1,4
2786,39,Masculino,1015649,24294,583,Oeste,10,111
2787,42,Masculino,759260,39762,444,Norte,9,117
2788,40,Femenino,1472539,20381,550,Sur,9,115
2789,30,Femenino,184558,4549,303,Sur,6,57
2790,68,Masculino,347221,12285,874,Este,3,6
2791,70,Femenino,726610,11205,891,Norte,1,8
2792,18,Femenino,196928,2047,439,Este,6,40
2793,29,Femenino,167740,2189,428,Norte,9,35
2794,50,Femenino,723508,5129,999,Este,3,3
2795,24,Femenino,197707,1240,429,Oeste,8,89
2796,28,Femenino,231210,4111,493,Sur,6,33
2797,27,Femenino,123668,1960,372,Sur,8,16
2798,57,Femenino,939402,27809,913,Oeste,2,10
2799,56,Femenino,1106515,44445,481,Norte,9,146
2800,64,Masculino,1038118,10317,829,Oeste,2,10
2801,70,Masculino,1042581,9522,916,Oeste,3,2
2802,56,Femenino,313983,10016,812,Norte,2,1
2803,18,Masculino,254780,4055,491,Oeste,10,57
2804,28,Masculino,209313,5969,432,Este,9,68
2805,66,Masculino,281420,18859,860,Oeste,1,6
2806,63,Masculino,947722,19284,956,Sur,2,6
2807,20,Masculino,214268,5888,443,Norte,6,16
2808,31,Masculino,1222604,33218,442,Este,10,83
2809,60,Masculino,1371144,15824,712,Sur,8,139
2810,54,Femenino,502007,6399,880,Oeste,1,7
2811,22,Femenino,204590,4609,321,Sur,9,80
2812,28,Masculino,226803,2748,407,Norte,9,30
2813,57,Femenino,1638493,30941,650,Oeste,10,121
2814,20,Masculino,257619,1160,335,Norte,10,73
2815,58,Masculino,1471222,37777,673,Sur,10,146
2816,57,Femenino,1845933,16401,698,Sur,10,127
2817,23,Masculino,132425,4706,310,Oeste,7,26
2818,49,Femenino,944100,37259,586,Oeste,10,89
2819,47,Femenino,1476240,32969,424,Oeste,9,80
2820,23,Masculino,181252,3485,492,Norte,8,67
2821,28,Masculino,120471,2645,470,Sur,7,97
2822,52,Masculino,689742,21806,800,Norte,2,10
2823,30,Femenino,1053288,38860,401,Oeste,10,97
2824,67,Femenino,290390,18946,835,Oeste,3,5
2825,51,Femenino,341970,13242,995,Oeste,2,1
2826,63,Femenino,528242,18509,996,Oeste,3,4
2827,70,Femenino,861702,14513,955,Este,1,8
2828,54,Masculino,802691,27889,932,Oeste,3,7
2829,27,Femenino,201931,4195,443,Norte,8,35
2830,24,Masculino,165778,5312,343,Este,6,81
2831,29,Masculino,102951,1030,302,Sur,9,78
2832,59,Femenino,1031204,25830,980,Oeste,3,5
2833,68,Femenino,406814,28236,883,Oeste,2,6
2834,18,Femenino,222291,5072,462,Oeste,10,34
2835,59,Masculino,871768,12816,990,Sur,2,2
2836,56,Masculino,1248184,27524,635,Sur,10,82
2837,59,Masculino,509620,10786,962,Oeste,2,4
2838,19,Masculino,218624,2382,379,Sur,6,74
2839,37,Masculino,798115,20180,487,Sur,8,104
2840,68,Masculino,383335,5665,811,Norte,1,1
2841,30,Masculino,128467,5924,493,Norte,6,77
2842,57,Masculino,522329,23116,906,Norte,1,1
2843,20,Masculino,255147,3453,443,Este,9,58
2844,68,Masculino,277161,24752,810,Oeste,1,9
2845,20,Masculino,220824,3306,383,Oeste,10,59
2846,45,Masculino,998269,23044,833,Este,8,139
2847,67,Femenino,297610,24469,908,Oeste,3,2
2848,41,Femenino,847943,35501,818,Norte,9,148
2849,45,Masculino,783792,33607,468,Norte,9,149
2850,56,Masculino,1781929,40745,646,Este,10,118
2851,57,Femenino,587693,7721,898,Este,2,10
2852,50,Masculino,732835,17974,830,Sur,2,2
2853,57,Femenino,805337,14144,906,Norte,3,4
2854,34,Masculino,1325299,38584,595,Oeste,9,95
2855,58,Masculino,1069735,8254,959,Sur,2,8
2856,28,Femenino,147129,5414,417,Sur,7,69
2857,68,Femenino,1081926,5585,991,Oeste,2,4
2858,30,Masculino,146725,2547,455,Este,9,33
2859,28,Femenino,105362,5326,406,Este,8,97
2860,22,Femenino,271743,2213,323,Este,6,46
2861,22,Femenino,218624,4823,341,Este,9,49
2862,54,Masculino,771619,44553,824,Oeste,8,140
2863,48,Femenino,1862567,25942,593,Oeste,9,88
2864,67,Femenino,1151755,16792,844,Oeste,1,5
2865,19,Masculino,108790,3872,400,Norte,8,35
2866,66,Masculino,902889,14312,820,Este,1,10
2867,64,Masculino,746599,7800,874,Oeste,1,1
2868,46,Femenino,737289,20533,537,Norte,10,124
2869,30,Masculino,124485,3747,483,Sur,7,40
2870,24,Masculino,161689,5842,390,Norte,7,34
2871,30,Masculino,247065,5560,444,Oeste,8,75
2872,41,Masculino,1540025,39539,753,Este,8,123
2873,31,Femenino,1619484,22190,806,Oeste,8,129
2874,57,Femenino,1057558,25100,833,Norte,2,4
2875,61,Masculino,556738,21196,904,Norte,2,5
2876,56,Masculino,752541,28693,576,Norte,8,147
2877,50,Masculino,306908,21238,882,Sur,3,3
2878,51,Masculino,840698,17257,994,Sur,1,10
2879,66,Femenino,317064,28787,825,Oeste,1,9
2880,19,Masculino,197815,4466,453,Sur,7,88
2881,35,Femenino,1745954,35326,693,Norte,9,115
2882,22,Femenino,208929,3257,371,Sur,6,67
2883,44,Femenino,1542870,29283,843,Oeste,10,109
2884,59,Masculino,893968,43447,533,Este,8,147
2885,58,Femenino,473940,21456,926,Este,2,10
2886,58,Femenino,831803,5478,975,Oeste,1,3
2887,33,Femenino,1238039,36357,561,Norte,9,114
2888,29,Masculino,218005,3212,472,Norte,8,42
2889,51,Femenino,479710,23454,800,Norte,2,3
2890,53,Masculino,399427,22552,812,Norte,3,5
2891,66,Femenino,816557,20949,991,Oeste,1,5
2892,29,Masculino,197271,1112,339,Este,9,80
2893,29,Femenino,247064,4105,349,Oeste,10,73
2894,50,Masculino,1045518,18832,929,Norte,3,6
2895,32,Masculino,876540,39218,491,Este,9,142
2896,29,Femenino,234636,2784,395,Norte,6,65
2897,37,Masculino,1809649,24342,697,Sur,9,92
2898,50,Femenino,374269,29111,864,Oeste,2,1
2899,52,Femenino,1087946,24007,936,Este,2,10
2900,43,Masculino,873189,34705,697,Norte,9,146
2901,65,Masculino,581939,15742,829,Norte,2,7
2902,30,Femenino,186995,3542,449,Oeste,10,67
2903,63,Femenino,1108441,15271,817,Este,1,3
2904,63,Masculino,526986,7545,989,Sur,2,10
2905,63,Femenino,528519,24607,839,Oeste,1,2
2906,37,Masculino,1077217,41430,697,Norte,10,129
2907,47,Femenino,1220275,24508,709,Norte,9,90
2908,44,Femenino,1006800,19630,663,Sur,8,85
2909,20,Masculino,267880,3233,382,Este,8,38
2910,24,Femenino,190162,2130,345,Norte,6,51
2911,25,Femenino,118257,5565,499,Este,6,22
2912,30,Femenino,234896,4274,416,Sur,8,82
2913,70,Femenino,311264,8956,955,Norte,2,2
2914,29,Femenino,100461,1150,455,Este,8,100
2915,68,Femenino,252918,11508,844,Este,3,10
2916,55,Masculino,1035568,13792,908,Norte,2,7
2917,19,Masculino,119767,3270,494,Norte,8,34
2918,26,Masculino,262908,2726,460,Sur,8,31
2919,30,Femenino,189680,1605,319,Este,9,29
2920,42,Masculino,727737,42483,591,Sur,8,96
2921,35,Masculino,1503592,24825,547,Norte,8,86
2922,55,Masculino,1890119,38407,645,Norte,8,127
2923,44,Femenino,1126941,20019,418,Sur,8,107
2924,70,Femenino,1003107,18611,898,Oeste,1,9
2925,39,Femenino,1033494,44819,784,Este,9,89
2926,57,Femenino,652570,10723,894,Oeste,1,8
2927,26,Femenino,223162,3989,375,Sur,7,93
2928,24,Masculino,157573,5179,492,Oeste,10,84
2929,51,Femenino,1909543,40282,654,Sur,10,116
2930,22,Masculino,253971,2934,380,Este,10,73
2931,49,Femenino,1845796,16197,835,Sur,10,143
2932,64,Masculino,784973,18030,852,Este,1,1
2933,66,Femenino,264959,23210,913,Norte,2,3
2934,46,Femenino,1241719,36740,596,Este,8,86
2935,55,Femenino,945234,35328,672,Sur,9,135
2936,47,Masculino,1598683,28331,750,Sur,8,127
2937,26,Femenino,162396,2066,435,Este,10,66
2938,25,Femenino,106151,1370,345,Este,7,53
2939,50,Masculino,282086,23045,992,Sur,2,1
2940,21,Masculino,122469,4021,311,Oeste,9,52
2941,48,Masculino,1730557,18894,761,Oeste,10,111
2942,38,Masculino,1280021,40344,446,Norte,10,125
2943,51,Masculino,1713037,17848,488,Norte,8,149
2944,43,Femenino,942169,32326,444,Oeste,8,100
2945,60,Masculino,435941,16306,892,Sur,2,3
2946,64,Masculino,911166,19835,918,Norte,2,3
2947,56,Femenino,1081515,36429,658,Este,9,135
2948,57,Masculino,1290881,16798,571,Sur,8,145
2949,29,Masculino,195890,1613,492,Oeste,9,17
2950,68,Masculino,1038346,27156,865,Este,1,2
2951,20,Femenino,256057,2329,480,Oeste,7,31
2952,53,Femenino,773780,19469,952,Norte,1,6
2953,22,Femenino,256208,4563,351,Sur,9,17
2954,55,Masculino,493505,20272,984,Sur,2,1
2955,18,Masculino,159803,4881,353,Oeste,9,88
2956,56,Masculino,896598,37442,587,Este,10,105
2957,29,Femenino,157933,1515,437,Oeste,9,45
2958,51,Femenino,1190055,11209,949,Norte,1,7
2959,60,Masculino,1169769,10533,980,Norte,3,2
2960,52,Femenino,1022289,43752,519,Norte,9,115
2961,44,Femenino,1687837,28388,800,Oeste,9,83
2962,49,Femenino,1261353,31191,714,Oeste,9,92
2963,42,Masculino,1037232,32928,469,Sur,8,142
2964,55,Femenino,1552611,35612,762,Oeste,9,78
2965,38,Femenino,1265629,32988,756,Oeste,10,147
2966,56,Femenino,440522,9220,912,Sur,2,6
2967,30,Femenino,201152,4924,314,Sur,7,63
2968,53,Masculino,1799580,40068,468,Este,9,142
2969,28,Femenino,266215,4733,478,Oeste,8,62
2970,55,Femenino,1291411,21911,426,Sur,9,131
2971,65,Femenino,1059097,12321,854,Oeste,3,2
2972,57,Femenino,1203470,18449,586,Norte,10,123
2973,64,Masculino,935369,5726,886,Norte,2,9
2974,56,Masculino,1914317,37466,802,Este,9,150
2975,68,Femenino,379395,29084,871,Este,2,8
2976,65,Masculino,271748,6026,870,Oeste,2,10
2977,50,Femenino,803451,17961,693,Norte,8,99
2978,50,Femenino,754913,11969,827,Este,2,8
2979,64,Femenino,322317,23648,838,Norte,3,1
2980,27,Femenino,222406,4759,355,Oeste,10,46
2981,38,Femenino,1293456,19140,485,Este,10,108
2982,37,Masculino,1945852,29089,735,Este,8,97
2983,50,Masculino,1550805,35434,493,Norte,10,111
2984,20,Femenino,193733,2817,316,Sur,7,95
2985,59,Masculino,1479658,38813,534,Este,10,115
2986,54,Femenino,797188,39538,468,Sur,8,118
2987,19,Masculino,172370,5484,473,Norte,8,94
2988,22,Femenino,266551,4206,495,Oeste,10,67
2989,49,Femenino,1363235,40371,701,Oeste,8,94
2990,45,Masculino,1417324,26523,479,Oeste,8,100
2991,36,Femenino,1339467,42793,790,Norte,10,105
2992,53,Femenino,966876,25463,761,Este,9,89
2993,24,Masculino,256235,5195,394,Sur,9,37
2994,47,Femenino,1690116,41460,648,Sur,10,108
2995,20,Masculino,234768,2395,374,Este,6,70
2996,31,Masculino,1724725,25756,792,Sur,10,83
2997,46,Masculino,1683667,29508,504,Oeste,10,81
2998,26,Masculino,193267,5940,421,Este,7,45
2999,21,Femenino,106725,1762,440,Norte,7,89
3000,21,Femenino,152149,5562,405,Sur,8,28
